"order_id","date","status","asin","quantity","price","discount","city","state","zip"
"112-3042603-7744230",2025-03-26 22:04:43,"Pending","B0DBZGL9YS",1,159.99,40,"GRAND RAPIDS","MI","49546"
"114-0664848-7407408",2025-03-26 21:23:03,"Pending","B0DBYX9CK6",1,54.99,0,"Dallas","Georgia","30132"
"114-0664848-7407408",2025-03-26 21:23:03,"Pending","B0DBYY5XMP",1,38.99,0,"Dallas","Georgia","30132"
"113-8778869-3001041",2025-03-26 21:04:15,"Pending","B0DQ8SFYYM",1,67.99,0,"FAIRFAX","VA","22033"
"113-2495726-7607434",2025-03-26 20:47:17,"Pending","B0DBYZ1P1H",1,199.99,0,"CHANDLER","AZ","85286"
"113-2328159-6671427",2025-03-26 20:33:53,"Pending","B0DBVM7S5P",1,109.99,0,"CHATTANOOGA","TN","37410"
"111-4350595-3560268",2025-03-26 20:11:58,"Shipped","B0DBY8NGRN",1,159.99,40,"GRANADA HILLS","CA","91344"
"111-9146208-6100226",2025-03-26 19:58:57,"Pending","B0DBYVNMF8",1,159.99,0,"WETHERSFIELD","CT","06109"
"112-2538544-4857800",2025-03-26 19:50:39,"Pending","B0DBVPWW8F",1,27.99,0,"Centerville","UT","84014"
"112-0465939-3418622",2025-03-26 19:22:52,"Shipped","B0DBVPWW8F",1,27.99,0,"MAPLE GROVE","MN","55311"
"111-7326349-3121004",2025-03-26 19:17:01,"Pending","B0DBVJDNXF",1,119.99,0,"ELKHORN","WI","53121"
"111-8576579-7093801",2025-03-26 19:04:11,"Pending","B0DBZB9JY5",1,69.99,0,"HOWELL","MI","48843"
"111-9033529-7673832",2025-03-26 18:54:41,"Pending","B0DBZ7YNH5",1,27.99,0,"DEFIANCE","OH","43512"
"112-9788912-7056253",2025-03-26 18:52:02,"Pending","B0DBYYVZMX",1,50.99,0,"LOS ANGELES","CA","90038"
"112-7496133-0160217",2025-03-26 18:45:23,"Shipped","B0DBZGL9YS",1,159.99,0,"EUREKA","MO","63025"
"113-1235173-4204244",2025-03-26 18:36:24,"Pending","B0DBYT5KQ7",1,119.99,0,"ROGERS","AR","72756"
"111-1619251-3175407",2025-03-26 18:18:44,"Shipped","B0DBYVNMF8",1,159.99,0,"Buffalo","NY","14216"
"113-9836159-5989863",2025-03-26 18:05:59,"Pending","B0DBYYVZMX",1,50.99,0,"BEAVERTON","OR","97008"
"113-2144257-7946628",2025-03-26 17:47:47,"Pending","B0DBYVNMF8",1,0,0,"CLOVIS","CA","93611"
"113-5001891-0961046",2025-03-26 17:15:18,"Shipped","B0DBZ697XG",1,19.99,0,"SEWELL","NJ","08080"
"112-7958894-4480266",2025-03-26 17:03:23,"Shipped","B0DQ8D9WPY",1,70.99,0,"SAINT PAUL","MN","55106"
"114-2110653-7116263",2025-03-26 16:32:34,"Pending","B0DQ8D9WPY",1,70.99,0,"MCCOMB","MS","39648"
"111-6816049-7743422",2025-03-26 16:15:32,"Pending","B0DBVJDNXF",1,119.99,0,"WOODSTOCK","GA","30188"
"111-1349917-1340236",2025-03-26 15:54:54,"Shipped","B0DQ8SVXRX",1,45.04,0,"SANTA ANA","CA","92707"
"113-6991405-2310618",2025-03-26 15:54:17,"Pending","B0DBVMLB8P",1,134.99,0,"BLACKSTONE","VA","23824"
"113-8922909-4027450",2025-03-26 15:52:07,"Pending","B0DBYV7V8N",1,58.99,0,"CHICAGO","IL","60607"
"113-9967644-8709043",2025-03-26 15:48:51,"Shipped","B0DBZ7YNH5",1,27.99,0,"COLUMBUS","OH","43214"
"111-5687976-5816212",2025-03-26 14:58:39,"Pending","B0DBYYXW44",1,143.99,0,"BALDWINSVILLE","NY","13027"
"114-0664554-4344232",2025-03-26 14:54:21,"Pending","B0DBZ7YNH5",1,27.99,0,"GROVETOWN","GA","30813"
"114-6363105-0773851",2025-03-26 14:53:51,"Shipped","B0DBZGL9YS",1,159.99,40,"MILLERSVILLE","PA","17551"
"112-5804904-0408225",2025-03-26 14:24:03,"Shipped","B0DQ8PNQMC",1,69.99,17.5,"NAPOLEON","OH","43545"
"111-1996363-7988202",2025-03-26 14:22:54,"Pending","B0DBZGL9YS",1,159.99,0,"WESTTOWN","NY","10998"
"114-3014896-6553842",2025-03-26 13:51:35,"Shipped","B0DBZ7YNH5",1,27.99,0,"CHARLOTTE","NC","28277"
"111-1689056-0745810",2025-03-26 13:31:14,"Pending","B0DBYV7V8N",1,58.99,0,"UNION","NJ","07083"
"111-9293365-6235457",2025-03-26 12:36:39,"Pending","B0DQ8FD32B",1,159.99,40,"RIVERVIEW","FL","33569"
"111-9894543-5529810",2025-03-26 12:34:59,"Pending","B0DBYZ1P1H",1,199.99,20,"KATY","TX","77494"
"113-0034767-0765026",2025-03-26 12:32:58,"Shipped","B0DBYX9CK6",1,54.99,8.25,"EAST LIVERPOOL","OH","43920"
"113-5799263-3941065",2025-03-26 12:24:17,"Shipped","B0DBVPWW8F",1,27.99,0,"HILTON HEAD ISLAND","SC","29926"
"112-2418637-9901832",2025-03-26 10:08:18,"Pending","B0DBYSVWYJ",1,110.49,0,"ZELLWOOD","FL","32798"
"114-0431687-3029009",2025-03-26 05:38:12,"Shipped","B0DBZ76XQH",1,29.99,0,"JAMAICA","NY","11435"
"114-5766030-3372236",2025-03-26 05:09:23,"Shipped","B0DBYY5XMP",1,38.99,5.85,"KIRKLAND","WA","98033"
"111-2131256-9761001",2025-03-26 05:00:39,"Pending","B0DBYT5KQ7",1,119.99,0,"OAKLAND","CA","94602"
"111-3132508-0620259",2025-03-26 04:38:12,"Shipped","B0DBYV567L",1,119.99,30,"Bothell","WA","98021"
"114-2594948-3890665",2025-03-26 04:22:56,"Shipped","B0DQ8SFYYM",1,67.99,0,"SANTA ANA","CA","92705"
"112-6033571-7831428",2025-03-26 03:43:10,"Shipped","B0DBYV567L",1,119.99,0,"BARRINGTON","NH","03825"
"112-9896816-2657836",2025-03-26 03:30:48,"Pending","B0DBZB9JY5",1,45.99,0,"WEST COVINA","CA","91792"
"111-4755858-9857863",2025-03-26 01:51:14,"Shipped","B0DBYYXW44",1,143.99,0,"TEMECULA","CA","92592"
"114-4473033-4632223",2025-03-26 01:43:05,"Shipped","B0DBYV7V8N",1,58.99,0,"SAN PEDRO GARZA GARCIA","NUEVO LEON","66278"
"113-6663225-9229037",2025-03-26 01:39:33,"Pending","B0DQ8R7236",1,67.99,0,"CARY","NC","27511"
"112-2910282-1397003",2025-03-26 01:23:33,"Shipped","B0DBYV7V8N",1,58.99,8.85,"GERMANTOWN","OH","45327"
"113-5665809-1728210",2025-03-26 01:17:20,"Shipped","B0DBYLGSS5",1,26.99,0,"LOS ANGELES","CA","90001"
"112-5320896-3170644",2025-03-26 00:45:30,"Shipped","B0DBZ76XQH",1,29.99,0,"ORLANDO","FL","32835"
"111-2411946-5873054",2025-03-26 00:30:31,"Shipped","B0DBVJDNXF",1,119.99,40,"GATESVILLE","TX","76528"
"112-9359652-7708266",2025-03-26 00:21:55,"Pending","B0DBYZ1P1H",1,199.99,0,"MURFREESBORO","TN","37128"
"113-1535246-9705028",2025-03-26 00:04:49,"Shipped","B0DQ8JT91X",1,121.99,0,"JACKSONVILLE","FL","32225"
"113-7652770-1498668",2025-03-25 22:59:10,"Shipped","B0DBYZM1X6",1,27.99,0,"WARREN","MI","48089"
"112-6186542-4405023",2025-03-25 22:47:21,"Pending","B0DBVKBXCB",1,99.99,0,"BARNWELL","SC","29812"
"112-6186542-4405023",2025-03-25 22:47:21,"Pending","B0DBVM69Y6",1,149.99,0,"BARNWELL","SC","29812"
"114-9931662-5079410",2025-03-25 22:13:27,"Shipped","B0DBYV7V8N",1,58.99,8.85,"Lahaina","Hi","96761"
"111-9880818-5222603",2025-03-25 22:06:52,"Shipped","B0DBVM2KQN",1,25.89,0,"SAN RAMON","CA","94582"
"111-1050282-3709856",2025-03-25 21:39:38,"Pending","B0DBYV7V8N",1,58.99,0,"DALLAS","TX","75243"
"113-2511279-9715441",2025-03-25 21:16:37,"Pending","B0DBVMLB8P",1,134.99,0,"DUSON","LA","70529"
"114-7012996-3846658",2025-03-25 21:08:46,"Shipped","B0DBZGL9YS",1,159.99,40,"PITTSBURGH","PA","15227"
"114-4667123-8064242",2025-03-25 21:01:18,"Shipped","B0DBZ7YNH5",1,27.99,0,"REDMOND","WA","98052"
"111-4363986-7710611",2025-03-25 20:25:22,"Shipped","B0DBZ76XQH",2,59.98,0,"WACONIA","MN","55387"
"113-2664391-3683466",2025-03-25 19:29:20,"Shipped","B0DQ8SVXRX",1,45.04,0,"Chicago","IL","60657"
"114-7305227-5150629",2025-03-25 18:11:21,"Pending","B0DQ8D9WPY",1,70.99,0,"HOUSTON","TX","77064"
"111-7350866-8541069",2025-03-25 17:53:44,"Pending","B0DBYV7V8N",1,58.99,0,"BALDWIN","NY","11510"
"111-3467067-6869068",2025-03-25 17:34:23,"Shipped","B0DBYV7V8N",1,58.99,8.85,"CHICAGO","IL","60641"
"112-6937199-5266605",2025-03-25 17:02:57,"Shipped","B0DBYP9F11",1,26.99,0,"AVON","CT","06001"
"112-6883040-2789002",2025-03-25 16:37:12,"Shipped","B0DBYT5KQ7",1,119.99,40,"Costa Mesa","California","92627"
"113-3785135-2044235",2025-03-25 16:12:07,"Shipped","B0DBYVNMF8",1,159.99,0,"DISCOVERY BAY","CA","94505"
"113-4381524-0219422",2025-03-25 15:37:39,"Pending","B0DBVNT5V3",1,58.99,0,"Zachary","LA","70791"
"113-2817158-1586669",2025-03-25 15:22:34,"Shipped","B0DBY8NGRN",1,159.99,40,"COCOA","FL","32926"
"114-3372556-2365817",2025-03-25 15:17:36,"Shipped","B0DBYLGSS5",1,26.99,0,"RINGOES","NJ","08551"
"114-1852989-3171444",2025-03-25 15:14:37,"Shipped","B0DBYZ1P1H",1,199.99,0,"SPRINGFIELD","MO","65804"
"113-2724470-7351447",2025-03-25 14:44:49,"Pending","B0DQ8R7236",1,67.99,0,"ROCKFORD","MI","49341"
"112-6514537-2709845",2025-03-25 13:14:07,"Shipped","B0DBZB9JY5",1,69.99,17.5,"GREENBRIER","AR","72058"
"112-7072938-8661007",2025-03-25 12:38:29,"Shipped","B0DBZ5DYF4",1,119.99,40,"MIAMI","FL","33132"
"113-6315262-2990631",2025-03-25 12:25:55,"Shipped","B0DBYSVWYJ",1,110.49,0,"NILES","OH","44446"
"111-1587523-7029025",2025-03-25 12:16:18,"Shipped","B0DBZB9JY5",1,69.99,0,"ARLINGTON","TN","38002"
"111-0530066-0518600",2025-03-25 12:10:37,"Shipped","B0DBYYXW44",1,143.99,0,"NAPLES","FL","34114"
"111-0973383-2875417",2025-03-25 10:15:19,"Shipped","B0DBYYXW44",1,143.99,0,"LAKE FOREST","CA","92630"
"114-3673213-2403459",2025-03-25 04:57:25,"Shipped","B0DBZ5DYF4",1,119.99,40,"CATHEDRAL CITY","CA","92234"
"114-5421293-7287442",2025-03-25 03:46:22,"Shipped","B0DBVJDNXF",1,119.99,50,"SPOKANE","WA","99223"
"114-4747687-0221846",2025-03-25 03:14:02,"Pending","B0DBYV7V8N",1,58.99,0,"PORT SAINT LUCIE","FL","34987"
"112-3339414-1825812",2025-03-25 02:56:46,"Shipped","B0DBVKS2S4",1,35.99,9,"O FALLON","IL","62269"
"111-1287469-2936231",2025-03-25 02:30:20,"Shipped","B0DBYT5KQ7",1,119.99,40,"AMERICAN CANYON","CA","94503"
"114-5623241-0487442",2025-03-25 02:26:35,"Shipped","B0DQ8JT91X",1,159.99,24,"OKLAHOMA CITY","OK","73131"
"112-4803829-9484218",2025-03-25 01:56:33,"Shipped","B0DBVM69Y6",1,149.99,30,"WADSWORTH","OH","44281"
"111-9032198-1240264",2025-03-25 01:50:31,"Shipped","B0DBVKBXCB",1,149.99,50,"ATOKA","TN","38004"
"111-9708659-7624259",2025-03-25 01:43:49,"Shipped","B0DBZGL9YS",1,159.99,40,"AMERICAN CANYON","CA","94503"
"111-9180047-5793044",2025-03-25 01:35:17,"Pending","B0DBVM69Y6",1,149.99,0,"BEL AIRE","KS","67220"
"113-3786684-3811430",2025-03-25 01:20:18,"Shipped","B0DBYZ1P1H",1,199.99,0,"AIKEN","SC","29803"
"114-0682196-0550666",2025-03-25 01:00:40,"Shipped","B0DBVMLB8P",1,199.99,50,"CANTON","GA","30114"
"114-6371365-8356256",2025-03-25 00:39:54,"Shipped","B0DBZ5DYF4",1,119.99,40,"HOUSTON","TX","77006"
"114-3570879-2549042",2025-03-25 00:35:53,"Shipped","B0DBZGL9YS",1,159.99,40,"CAMDEN","SC","29020"
"114-8019152-7614657",2025-03-25 00:18:08,"Shipped","B0DBYYXW44",1,199.99,40,"BALLSTON SPA","NY","12020"
"113-2609280-3577017",2025-03-24 23:17:51,"Shipped","B0DBVJDNXF",1,119.99,50,"SAINT JOHN","IN","46373"
"111-5575677-6115448",2025-03-24 22:59:22,"Shipped","B0DBYX9CK6",1,52.99,7.95,"BUENA PARK","CA","90621"
"112-2610406-9220213",2025-03-24 22:34:30,"Shipped","B0DBVMLB8P",1,199.99,50,"Hoschton","GA","30548"
"113-0328201-1069807",2025-03-24 22:32:34,"Shipped","B0DBVNT5V3",1,58.99,0,"VIRGINIA BEACH","VA","23452"
"113-1036335-0451449",2025-03-24 22:11:17,"Shipped","B0DQ8JT91X",1,159.99,24,"RUSSELL SPRINGS","KY","42642"
"113-7355696-0949026",2025-03-24 22:09:35,"Shipped","B0DQ8PNQMC",1,69.99,17.5,"LOS ANGELES","CA","90004"
"114-7434379-3805069",2025-03-24 21:53:00,"Shipped","B0DBVMLB8P",1,199.99,0,"LEBANON","OHIO","45036"
"113-4802116-6941014",2025-03-24 20:57:21,"Shipped","B0DQ8SFYYM",1,89.99,13.5,"Chicago","IL","60657"
"111-9293633-8053025",2025-03-24 20:40:51,"Shipped","B0DBVJDNXF",1,119.99,50,"SPRING","TX","77379"
"111-8894038-8282652",2025-03-24 19:55:12,"Shipped","B0DBYZKLW1",1,89.99,0,"LOVELAND","CO","80538"
"112-4059134-3554630",2025-03-24 19:49:00,"Shipped","B0DBYLGSS5",1,38.99,9.75,"SEATTLE","WA","98199"
"114-2775191-7397813",2025-03-24 19:30:28,"Shipped","B0DBYVNMF8",1,159.99,20,"CLOVIS","CA","93611"
"112-2501286-3545015",2025-03-24 19:14:58,"Shipped","B0DQ8R7236",1,79.99,4,"ODESSA","FL","33556"
"112-3678765-2905041",2025-03-24 19:09:56,"Shipped","B0DBYSVWYJ",1,129.99,0,"NEWARK","DE","19713"
"113-8589940-3009846",2025-03-24 18:50:54,"Shipped","B0DBYYVZMX",1,59.99,0,"BLUFFDALE","UT","84065"
"112-6715939-1458616",2025-03-24 18:47:40,"Shipped","B0DBVKBXCB",1,149.99,50,"PEMBROKE","MA","02359"
"114-8439050-4707423",2025-03-24 18:40:41,"Shipped","B0DBYZRL7Z",2,199.98,0,"STERLING","VA","20165"
"113-6225375-7069028",2025-03-24 18:34:15,"Shipped","B0DQ8SVXRX",1,52.99,7.95,"ORLANDO","FL","32806"
"114-7559216-3850636",2025-03-24 17:26:51,"Shipped","B0DBYT5KQ7",1,119.99,40,"MADISON","WI","53719"
"111-9312242-4904225",2025-03-24 17:19:09,"Shipped","B0DBYSVWYJ",1,129.99,6.5,"DAYTON","OH","45402"
"112-4638063-8351455",2025-03-24 16:51:13,"Shipped","B0DBYV567L",2,239.98,30,"FREMONT","CA","94539"
"113-7945570-1623416",2025-03-24 16:22:16,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"CHICAGO","IL","60613"
"111-9318183-4045857",2025-03-24 16:14:57,"Shipped","B0DBZ5DYF4",1,119.99,40,"VERO BEACH","FL","32968"
"112-6191452-6837802",2025-03-24 15:37:39,"Shipped","B0DBVN24HV",1,199.99,50,"HARRISBURG","NC","28075"
"111-3077998-9294603",2025-03-24 15:10:51,"Shipped","B0DBYYXW44",1,199.99,40,"MONTICELLO","IN","47960"
"114-7160793-9145056",2025-03-24 14:47:15,"Shipped","B0DBVNXDMY",1,48.99,0,"HIGHLAND VILLAGE","TX","75077"
"114-4400455-4457007",2025-03-24 14:29:53,"Shipped","B0DBZGL9YS",1,159.99,40,"MENTOR","OH","44060"
"111-2723080-9324260",2025-03-24 14:26:57,"Shipped","B0DBYV567L",1,119.99,30,"NEW YORK","NY","10023"
"112-4364308-6671421",2025-03-24 12:58:11,"Shipped","B0DBYZ1P1H",1,199.99,20,"KENNESAW","GA","30152"
"112-3414238-0885814",2025-03-24 12:45:55,"Shipped","B0DBYX9CK6",1,52.99,0,"OVIEDO","FL","32765"
"112-3414238-0885814",2025-03-24 12:45:55,"Shipped","B0DBYY5XMP",1,38.99,0,"OVIEDO","FL","32765"
"114-1331166-3425022",2025-03-24 11:25:53,"Shipped","B0DBYMRB1C",1,38.99,0,"FORT LEE","NJ","07024"
"114-6125753-7849831",2025-03-24 06:05:48,"Shipped","B0DBYXH8YW",1,119.99,40,"SACHSE","TX","75048"
"112-2569303-7756246",2025-03-24 06:03:16,"Shipped","B0DBYW49QF",1,49.99,0,"SUNNYVALE","CA","94087"
"112-9963926-7961055",2025-03-24 05:44:02,"Shipped","B0DBYXH8YW",1,119.99,40,"FLUSHING","NY","11355"
"111-3220338-8334640",2025-03-24 03:19:12,"Pending","B0DBYZ1P1H",1,199.99,0,"Huntsville","AL","35801"
"114-3951004-2337811",2025-03-24 03:03:10,"Shipped","B0DBYYXW44",1,199.99,40,"MODESTO","CA","95355"
"112-7365205-0041049",2025-03-24 01:29:31,"Shipped","B0DQ8SFYYM",1,89.99,0,"ARGYLE","TX","76226"
"111-4236757-4097061",2025-03-24 01:11:16,"Shipped","B0DBYV567L",1,119.99,0,"Ripley","TN","38063"
"114-2279720-4843412",2025-03-24 01:03:01,"Shipped","B0DBYP9F11",1,38.99,1.95,"HOOPER","UT","84315"
"113-3189827-2960247",2025-03-24 00:42:03,"Shipped","B0DBZ7YNH5",1,38.99,7.8,"ATASCADERO","CA","93422"
"113-5015327-5273860",2025-03-24 00:41:13,"Shipped","B0DQ8KW2VV",1,129.99,19.5,"LEES SUMMIT","MO","64083"
"112-7471842-4922618",2025-03-24 00:40:54,"Shipped","B0DBVJDNXF",1,119.99,0,"Centerville","UT","84014"
"113-1009888-3389869",2025-03-24 00:26:07,"Shipped","B0DBYT5KQ7",1,119.99,40,"BULVERDE","TX","78163"
"114-6369629-7225845",2025-03-23 23:41:21,"Shipped","B0DBVJDNXF",1,119.99,0,"Richton","Mississippi","39476"
"111-8702030-4237859",2025-03-23 23:23:43,"Shipped","B0DBZ7YNH5",1,38.99,0,"BROOKLYN","NY","11225"
"113-4337234-9088251",2025-03-23 23:12:15,"Shipped","B0DBVMLB8P",1,199.99,0,"NAPLES","FL","34114"
"112-3186560-0511433",2025-03-23 23:10:43,"Shipped","B0DBYV567L",1,119.99,0,"MYRTLE BEACH","SC","29579"
"113-1193223-9826658",2025-03-23 22:03:51,"Shipped","B0DQ8JT91X",1,159.99,24,"OSWEGO","IL","60543"
"112-9171611-1657835",2025-03-23 21:56:54,"Shipped","B0DBZ7YNH5",1,38.99,0,"LITTLETON","CO","80125"
"114-1847445-8135452",2025-03-23 21:05:37,"Shipped","B0DBYZ1P1H",1,199.99,20,"KNOXVILLE","TN","37912"
"114-9579977-2834622",2025-03-23 20:58:29,"Shipped","B0DBZ526W9",1,69.99,17.5,"NEW SMYRNA BEACH","FL","32168"
"113-5304941-6276205",2025-03-23 20:58:25,"Shipped","B0DBZ697XG",2,39.98,0,"THE VILLAGES","FLORIDA","32162"
"113-9386484-5123409",2025-03-23 20:50:04,"Shipped","B0DBZGGRRH",1,19.99,0,"JERSEY CITY","NJ","07306"
"112-4015295-1441837",2025-03-23 20:38:23,"Shipped","B0DBY8NGRN",1,159.99,40,"PLAINFIELD","IL","60544"
"113-4701076-2201004",2025-03-23 20:24:10,"Shipped","B0DBYVNMF8",1,159.99,0,"MAHWAH","NJ","07430"
"112-0834642-9852217",2025-03-23 20:19:20,"Shipped","B0DBYZ1P1H",1,199.99,0,"Mounds","Ok","74047"
"112-6580977-1117811",2025-03-23 20:13:53,"Shipped","B0DQ8PNQMC",1,69.99,17.5,"BELLMORE","NY","11710"
"114-3765812-1177869",2025-03-23 20:07:17,"Shipped","B0DBVNXDMY",1,38.89,0,"CATASAUQUA","PA","18032"
"112-0483477-5673037",2025-03-23 20:04:42,"Shipped","B0DBYY5XMP",1,38.99,0,"GRAND HAVEN","MI","49417"
"112-0483477-5673037",2025-03-23 20:04:42,"Shipped","B0DBYVNMF8",1,159.99,0,"GRAND HAVEN","MI","49417"
"112-0483477-5673037",2025-03-23 20:04:42,"Shipped","B0DBYX9CK6",1,52.99,0,"GRAND HAVEN","MI","49417"
"113-4159450-7101829",2025-03-23 19:52:05,"Shipped","B0DBYYXW44",1,199.99,40,"NORMAL","IL","61761"
"114-7428683-5325820",2025-03-23 19:48:15,"Shipped","B0DBZ697XG",3,59.97,0,"Glenwood","Maryland","21738"
"112-1470577-2845045",2025-03-23 19:43:12,"Shipped","B0DBYSVWYJ",1,129.99,0,"MANHATTAN","KS","66502"
"113-7041114-2841002",2025-03-23 19:42:21,"Shipped","B0DBZGL9YS",1,159.99,40,"SIOUX FALLS","SD","57106"
"114-7386328-1909826",2025-03-23 19:25:39,"Shipped","B0DBVNT5V3",1,58.99,0,"WINTHROP","NY","13697"
"113-5815645-6852200",2025-03-23 19:17:08,"Shipped","B0DBYV7V8N",1,45.99,0,"Akron","OH","44302"
"114-2743062-0537039",2025-03-23 18:54:09,"Shipped","B0DBYMRB1C",1,38.99,0,"CHESAPEAKE","VA","23322"
"113-8152290-1178624",2025-03-23 18:25:55,"Shipped","B0DBYMRB1C",1,38.99,7.8,"Akron","OH","44302"
"111-4466511-2199427",2025-03-23 18:09:07,"Shipped","B0DBYVNMF8",1,159.99,20,"GOODYEAR","AZ","85338"
"113-4287969-8601037",2025-03-23 17:51:16,"Shipped","B0DBYZM1X6",1,27.99,0,"WARREN","MI","48089"
"114-6795308-3569059",2025-03-23 17:38:35,"Shipped","B0DBYT5KQ7",1,119.99,0,"BULVERDE","TX","78163"
"113-1110181-5240222",2025-03-23 17:13:57,"Shipped","B0DBYZ1P1H",1,199.99,20,"PHILADELPHIA","PA","19128"
"111-6356025-6769031",2025-03-23 16:55:39,"Shipped","B0DBYZ1P1H",1,199.99,0,"DOUGLAS","MA","01516"
"114-7240987-1972254",2025-03-23 16:17:14,"Shipped","B0DBVMLB8P",1,199.99,50,"TAYLOR MILL","KY","41015"
"114-5649902-0595411",2025-03-23 16:02:36,"Shipped","B0DBVNT5V3",1,58.99,0,"YORK HAVEN","PA","17370"
"113-1301403-5328228",2025-03-23 15:55:35,"Shipped","B0DBYMRB1C",1,38.99,7.8,"SMYRNA","GA","30080"
"113-8393142-1665034",2025-03-23 15:30:21,"Shipped","B0DBVNXDMY",1,38.89,0,"CLARKSVILLE","TN","37042"
"113-7183831-0757031",2025-03-23 14:45:38,"Shipped","B0DQ8PNQMC",1,69.99,17.5,"CHESAPEAKE","VA","23320"
"114-2593305-8722644",2025-03-23 14:40:37,"Shipped","B0DBVNXDMY",1,38.89,0,"ATLANTA","GA","30338"
"114-5188039-7031463",2025-03-23 12:33:24,"Shipped","B0DBY8NGRN",1,159.99,40,"TAYLORS","SC","29687"
"114-3375950-1762661",2025-03-23 11:53:05,"Shipped","B0DBYV7V8N",1,58.99,0,"FPO","AP","96379"
"111-6011280-4329043",2025-03-23 04:48:26,"Shipped","B0DBYYVZMX",1,45.99,0,"CRYSTAL FALLS","MI","49920"
"114-9998762-6253022",2025-03-23 04:37:46,"Shipped","B0DBYSVWYJ",1,129.99,6.5,"Burlington","MA","01803"
"113-0068452-8644224",2025-03-23 02:29:43,"Shipped","B0DBYT5KQ7",1,119.99,40,"PUEBLO","CO","81008"
"114-2449832-3206639",2025-03-23 02:28:19,"Shipped","B0DBVNT5V3",1,58.99,0,"LA GRANGE PARK","IL","60526"
"113-2484230-4813804",2025-03-23 02:06:40,"Shipped","B0DQ8PNQMC",1,69.99,17.5,"BUTLER","NJ","07405"
"112-3258448-3633069",2025-03-23 01:45:57,"Shipped","B0DBYV7V8N",1,58.99,8.85,"MERIDIAN","ID","83646"
"114-6665831-5557068",2025-03-23 01:13:44,"Shipped","B0DBYVNMF8",1,159.99,20,"MEDWAY","MA","02053"
"113-2791916-0704211",2025-03-23 01:06:01,"Shipped","B0DBZGL9YS",1,159.99,40,"SEATTLE","WA","98104"
"113-8509278-2549849",2025-03-23 00:52:26,"Shipped","B0DQ8FD32B",1,159.99,0,"SANDWICH","IL","60548"
"112-7810475-1821867",2025-03-23 00:49:41,"Shipped","B0DBZ5DYF4",1,119.99,40,"GRANDVIEW","WA","98930"
"111-4240740-9839406",2025-03-23 00:12:42,"Shipped","B0DQ8PNQMC",1,69.99,17.5,"GILBERT","AZ","85296"
"112-7249060-8607414",2025-03-22 23:55:08,"Shipped","B0DBYYVZMX",1,59.99,3,"LAS CRUCES","NM","88011"
